ProspectiveBuyerKey,ProspectAlternateKey,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,City,StateProvinceCode,PostalCode,Phone,Salutation,Unknown
1323,5512,Lacey,null,Tang,10.11.1956 0:00:00,S,F,ltang@cohovineyard.com,"100 000,00 ₽",3,4,High Schoo,Management,1,4,6282 Mcneil Place,null,National City,CA,91950,1 (11) 500 555-0121,Ms.,4
1324,6325,Lori,null,Torres,06.02.1989 0:00:00,S,F,ltorres@baldwinmuseumofscience.com,"20 000,00 ₽",4,4,High Schoo,Manual,1,2,879 Hillview Ct,null,Colma,CA,94014,1 (11) 500 555-0143,Ms.,4
1325,8666,Leslie,H,Torres,02.03.1983 0:00:00,S,F,ltorres@baldwinmuseumofscience.com,"70 000,00 ₽",5,5,Bachelors,Professional,0,4,8117 Green View Court,null,Colma,CA,94014,1 (11) 500 555-0119,Ms.,4
1326,2556,Latasha,null,Torres,30.08.1980 0:00:00,M,F,ltorres@lucernepublishing.com,"10 000,00 ₽",0,0,Partial Hi,Manual,0,2,5784 Yeoman Dr.,null,Ballard,WA,98107,1 (11) 500 555-0156,Ms.,1
1327,6708,Lance,D,Torres,13.08.1988 0:00:00,M,M,ltorres@northwindtraders.com,"30 000,00 ₽",0,0,Partial Hi,Clerical,1,2,6697 Ridge Park Drive,null,Kenmore,WA,98028,654-555-0111,Mr.,1
1328,73247271776,Luis,null,Turner,19.01.1988 0:00:00,S,M,lturner@humongousinsurance.com,"20 000,00 ₽",5,5,High Schoo,Manual,0,3,6340 Olivera Rd,null,Corvallis,OR,97330,1 (11) 500 555-0172,Mr.,1
1329,6328,Lori,C,Vazquez,10.06.1973 0:00:00,M,F,lvazquez@woodgrovebank.com,"30 000,00 ₽",3,3,Partial Co,Clerical,1,0,6658 Virginia Lane,null,Downey,CA,90241,1 (11) 500 555-0122,Ms.,4
1330,8085,Leah,T,Wang,12.05.1973 0:00:00,M,F,lwang@northwindtraders.com,"100 000,00 ₽",0,2,Partial Co,Professional,1,1,9530 Vine Lane,null,Issaquah,WA,98027,555-555-0181,Ms.,1
1331,7510,Latoya,B,Xie,11.03.1947 0:00:00,S,F,lxie@alpineskihouse.com,"160 000,00 ₽",1,3,Bachelors,Management,0,3,7053 Santa Maria Ct.,null,Colma,CA,94014,913-555-0169,Ms.,4
1332,5511,Lacey,R,Xie,26.04.1954 0:00:00,M,F,lxie@alpineskihouse.com,"70 000,00 ₽",5,0,Bachelors,Management,1,2,8947 Rio Grande Drive,null,Chula Vista,CA,91910,855-555-0149,Ms.,4
1333,10007,Laura,B,Yang,19.12.1971 0:00:00,S,F,lyang@cohovineyard.com,"60 000,00 ₽",1,0,Bachelors,Professional,1,1,Escondido S/c,null,Escondido,CA,92025,1 (11) 500 555-0111,Ms.,4
1334,9424,Lindsay,null,Yuan,09.03.1985 0:00:00,M,F,lyuan@alpineskihouse.com,"50 000,00 ₽",0,0,Partial Co,Skilled Manual,1,2,5378 Kentucky Drive,null,Colma,CA,94014,757-555-0140,Ms.,4
1335,10026,Laura,G,Zeng,19.07.1951 0:00:00,S,F,lzeng@northwindtraders.com,"50 000,00 ₽",2,0,Graduate D,Management,1,1,793 Crawford Street,null,Kenmore,WA,98028,1 (11) 500 555-0110,Ms.,1
1336,27085762619,Logan,D,Zhang,14.09.1971 0:00:00,M,M,lzhang@humongousinsurance.com,"100 000,00 ₽",3,2,Partial Co,Professional,1,4,463 Ahneita Dr,null,Milwaukie,OR,97222,354-555-0126,Mr.,1
1337,10027,Lisa,null,Zhang,06.06.1970 0:00:00,M,F,lzhang@lucernepublishing.com,"10 000,00 ₽",1,1,High Schoo,Manual,1,0,220 Merrit Drive,null,Garland,TX,75040,1 (11) 500 555-0152,Ms.,4
1338,8095,Leah,null,Zhao,15.04.1978 0:00:00,S,F,lzhao@alpineskihouse.com,"70 000,00 ₽",5,5,Bachelors,Professional,0,3,3514 Citrus Ace,#2306,Colma,CA,94014,1 (11) 500 555-0120,Ms.,4
1339,44806522130,Madeline,M,Adams,11.01.1965 0:00:00,S,F,madams@cpandl.com,"40 000,00 ₽",1,0,Partial Co,Clerical,0,1,1101 C Street,null,Daly City,CA,94015,922-555-0132,Ms.,4
1340,7571,Misty,C,Aggarwal,10.03.1948 0:00:00,S,F,maggarwal@adatum.com,"100 000,00 ₽",2,3,Graduate D,Management,1,3,Alhambra Marketplace,null,Alhambra,CA,91801,225-555-0135,Ms.,4
1341,1844,Mindy,null,Aggarwal,02.02.1956 0:00:00,S,F,maggarwal@treyresearch.net,"40 000,00 ₽",5,0,High Schoo,Professional,1,4,7086 O St.,null,Port Orchard,WA,98366,240-555-0186,Ms.,1
1342,34657547500,Mariah,null,Alexander,20.06.1983 0:00:00,M,F,malexander@contoso.com,"50 000,00 ₽",1,0,Graduate D,Skilled Manual,1,0,4416 Harvard Drive,null,Santa Cruz,CA,95062,390-555-0121,Ms.,4
1343,29903632402,Marissa,null,Alexander,30.09.1973 0:00:00,M,F,malexander@cpandl.com,"60 000,00 ₽",3,3,Bachelors,Professional,0,2,9474 Rose Street,Apt 24,Concord,CA,94519,1 (11) 500 555-0111,Ms.,4
1344,47885665900,Maria,null,Allen,18.04.1982 0:00:00,M,F,mallen@cohovineyard.com,"50 000,00 ₽",1,1,Graduate D,Skilled Manual,0,0,8115 Royal Links Ct,null,Lakewood,CA,90712,336-555-0133,Ms.,4
1345,779,Melody,P,Alonso,23.03.1975 0:00:00,M,F,malonso@adatum.com,"40 000,00 ₽",4,2,High Schoo,Skilled Manual,1,2,4370 Trafalgar Circle,null,Beverly Hills,CA,90210,132-555-0119,Ms.,4
1346,3884,Michele,null,Alonso,06.12.1979 0:00:00,S,F,malonso@adventure-works.com,"90 000,00 ₽",0,0,Partial Hi,Professional,1,4,420 Royal Links Cirlce,null,Chula Vista,CA,91910,1 (11) 500 555-0119,Ms.,4
1347,6300,Melinda,A,Alonso,02.08.1984 0:00:00,S,F,malonso@baldwinmuseumofscience.com,"100 000,00 ₽",1,0,Graduate D,Management,0,0,8079 Prestwick Drive,null,Colma,CA,94014,1 (11) 500 555-0175,Ms.,4
1348,4388,Marie,E,Alonso,26.04.1971 0:00:00,S,F,malonso@cohovineyard.com,"10 000,00 ₽",1,0,Bachelors,Manual,1,0,732 Estudillo Street,null,Long Beach,CA,90802,1 (11) 500 555-0123,Ms.,4
1349,3028,Mallory,null,Alonso,09.07.1980 0:00:00,S,F,malonso@thephone-company.com,"30 000,00 ₽",0,0,High Schoo,Manual,0,1,3989 Crestwood Circle,null,Spokane,WA,99202,1 (11) 500 555-0141,Ms.,1
1350,6149,Monique,null,Alvarez,17.02.1977 0:00:00,M,F,malvarez@adatum.com,"30 000,00 ₽",5,0,Graduate D,Clerical,1,0,99700 Bell Road,null,Auburn,CA,95603,1 (11) 500 555-0132,Ms.,4
1351,1854,Mindy,E,Anand,07.10.1975 0:00:00,M,F,manand@consolidatedmessenger,"100 000,00 ₽",0,0,Graduate D,Management,0,0,Horizon Outlet Center,null,Holland,MI,49423,1 (11) 500 555-0187,Ms.,0
1352,7386,Molly,null,Arun,08.04.1958 0:00:00,M,F,marun@treyresearch.net,"40 000,00 ₽",2,1,High Schoo,Professional,0,2,1069 Bynum Way,null,Puyallup,WA,98371,883-555-0127,Ms.,1
1353,7715,Martin,J,Arun,25.07.1974 0:00:00,S,M,marun@wingtiptoys.com,"40 000,00 ₽",0,0,High Schoo,Skilled Manual,0,1,Valley Mall,null,Union Gap,WA,98903,737-555-0186,Mr.,1
1354,68515313267,Mason,E,Bailey,12.04.1980 0:00:00,S,M,mbailey@fabrikam.com,"60 000,00 ₽",1,0,Graduate D,Professional,1,0,Po Box 2257,null,Greensboro,NC,27412,155-555-0138,Mr.,5
1355,38179078698,Melanie,null,Bailey,19.07.1969 0:00:00,S,F,mbailey@fabrikam.com,"100 000,00 ₽",3,4,High Schoo,Professional,1,3,2560 E. Newlands Dr,null,Fernley,NV,89408,1 (11) 500 555-0113,Ms.,4
1356,99607539176,Morgan,null,Barnes,08.07.1944 0:00:00,M,F,mbarnes@fabrikam.com,"40 000,00 ₽",3,0,Partial Co,Professional,1,2,Tanger Factory,null,Branch,MN,55056,932-555-0112,Ms.,3
1357,37695975300,Mariah,null,Bell,05.03.1966 0:00:00,S,F,mbell@fineartschool.net,"70 000,00 ₽",4,3,Partial Co,Professional,1,0,7726 Driftwood Drive,null,Monroe,WA,98272,603-555-0196,Ms.,1
1358,6308,Melinda,null,Blanco,24.02.1980 0:00:00,M,F,mblanco@contoso.com,"100 000,00 ₽",0,5,Partial Hi,Professional,0,4,9149 San Simeon Drive,null,San Francisco,CA,94109,1 (11) 500 555-0118,Ms.,4
1359,90318523645,Megan,null,Bryant,20.10.1978 0:00:00,S,F,mbryant@cpandl.com,"50 000,00 ₽",2,2,Bachelors,Skilled Manual,1,0,8950 Glenwood Dr.,null,Concord,CA,94519,301-555-0170,Ms.,4
1360,61966410279,Marcus,R,Bryant,15.05.1962 0:00:00,M,M,mbryant@fabrikam.com,"80 000,00 ₽",4,1,High Schoo,Professional,1,3,6996 South Lindbergh,null,Saint Louis,MO,63103,1 (11) 500 555-0141,Mr.,0
1361,2025,Martha,R,Cai,17.10.1978 0:00:00,S,F,mcai@adatum.com,"90 000,00 ₽",1,0,Graduate D,Management,0,0,6524 Geriola Court,null,Beverly Hills,CA,90210,1 (11) 500 555-0127,Ms.,4
1362,8237,Margaret,K,Cai,06.05.1982 0:00:00,S,F,mcai@lucernepublishing.com,"120 000,00 ₽",0,5,Partial Hi,Professional,1,4,2309 Mt. Olivet Ct.,null,Ballard,WA,98107,1 (11) 500 555-0173,Ms.,1
1363,42125133872,Mary,I,Campbell,04.05.1976 0:00:00,M,F,mcampbell@alpineskihouse.com,"110 000,00 ₽",0,0,Graduate D,Management,1,4,4137 E St.,null,Colma,CA,94014,1 (11) 500 555-0168,Ms.,4
1364,16573568582,Miguel,M,Campbell,08.10.1968 0:00:00,M,M,mcampbell@cohovineyard.com,"50 000,00 ₽",4,0,Graduate D,Skilled Manual,1,0,6681 Pestana Way,null,Fremont,CA,94536,957-555-0139,Mr.,4
1365,43056713342,Morgan,R,Carter,07.11.1976 0:00:00,M,F,mcarter@adventure-works.com,"60 000,00 ₽",0,0,Graduate D,Professional,1,1,7136 Almond Drive,null,Chula Vista,CA,91910,628-555-0196,Ms.,4
1366,2914,Marvin,null,Castro,10.06.1968 0:00:00,S,M,mcastro@adatum.com,"130 000,00 ₽",0,1,Graduate D,Management,0,2,4584 Hamiliton Ave.,null,Chandler,AZ,85225,1 (11) 500 555-0158,Mr.,4
1367,6164,Monique,M,Castro,25.06.1972 0:00:00,S,F,mcastro@cohovineyard.com,"40 000,00 ₽",3,2,High Schoo,Skilled Manual,1,2,2217 Pueblo Dr.,null,Oakland,CA,94611,298-555-0143,Ms.,4
1368,1042,Max,null,Castro,02.08.1973 0:00:00,S,M,mcastro@contoso.com,"20 000,00 ₽",3,3,High Schoo,Manual,0,0,54254 Pacific Ave.,null,Stockton,CA,95202,1 (11) 500 555-0132,Mr.,4
1369,3915,Maurice,F,Chande,23.11.1968 0:00:00,M,M,mchande@cpandl.com,"80 000,00 ₽",3,0,Graduate D,Professional,1,0,9277 Country View Lane,null,Concord,CA,94519,422-555-0179,Mr.,4
1370,7929,Mitchell,P,Chander,14.12.1961 0:00:00,S,M,mchander@alpineskihouse.com,"60 000,00 ₽",3,1,High Schoo,Professional,0,2,6538 Camelback Road,null,Colma,CA,94014,174-555-0121,Mr.,4
1371,7709,Martin,null,Chandra,01.05.1980 0:00:00,M,M,mchandra@cpandl.com,"20 000,00 ₽",0,0,Partial Co,Manual,0,1,7227 Serafina,null,Downey,CA,90241,1 (11) 500 555-0129,Mr.,4
1372,4613,Meredith,null,Chandra,18.12.1972 0:00:00,M,F,mchandra@humongousinsurance.com,"90 000,00 ₽",0,0,Partial Co,Professional,0,1,447 Barberry Court,null,Milwaukie,OR,97222,189-555-0110,Ms.,1
1373,7255,Manuel,null,Chandra,18.11.1975 0:00:00,S,M,mchandra@thephone-company.com,"120 000,00 ₽",0,0,Graduate D,Management,0,3,3575 Chisholm Way,null,Seattle,WA,98104,1 (11) 500 555-0139,Mr.,1
1374,39803558600,Melanie,null,Cook,12.11.1971 0:00:00,M,F,mcook@cohovineyard.com,"10 000,00 ₽",1,0,Graduate D,Manual,1,0,5386 Salvio St.,null,Long Beach,CA,90802,1 (11) 500 555-0111,Ms.,4
1375,39777267600,Mariah,null,Cook,10.10.1974 0:00:00,S,F,mcook@contoso.com,"90 000,00 ₽",4,4,Partial Co,Professional,0,3,5518 San Rafael,null,West Covina,CA,91791,772-555-0120,Ms.,4
1376,39723730683,Makayla,E,Cook,25.05.1961 0:00:00,S,F,mcook@contoso.com,"30 000,00 ₽",3,0,High Schoo,Skilled Manual,0,2,9520 Milburn Dr.,null,San Carlos,CA,94070,1 (11) 500 555-0197,Ms.,4
1377,89869988560,Megan,null,Cooper,07.04.1988 0:00:00,M,F,mcooper@lucernepublishing.com,"30 000,00 ₽",0,0,Partial Hi,Clerical,0,2,9927 N. Main St.,null,Tooele,UT,84074,297-555-0171,Ms.,0
1378,36091021895,Makayla,null,Cooper,12.01.1965 0:00:00,M,F,mcooper@northwindtraders.com,"20 000,00 ₽",3,0,Partial Hi,Clerical,1,2,5046 Queens Road,null,Everett,WA,98201,235-555-0190,Ms.,1
1379,65892568826,Mason,J,Cooper,15.01.1966 0:00:00,M,M,mcooper@northwindtraders.com,"60 000,00 ₽",2,0,High Schoo,Professional,1,2,8585 Morengo Ct.,null,Issaquah,WA,98027,443-555-0195,Mr.,1
1380,66629495024,Mason,C,Cox,01.02.1979 0:00:00,S,M,mcox@margiestravel.com,"60 000,00 ₽",1,0,Graduate D,Professional,1,0,6872 Thornwood Dr.,null,Bothell,WA,98011,959-555-0119,Mr.,1
1381,7738,Mario,H,Deng,13.12.1980 0:00:00,M,M,mdeng@cohovineyard.com,"30 000,00 ₽",0,0,High Schoo,Manual,1,1,123 Camelia Avenue,null,Oxnard,CA,93030,1 (11) 500 555-0154,Mr.,4
1382,3878,Michele,J,Diaz,05.10.1973 0:00:00,S,F,mdiaz@blueyonderairlines.com,"30 000,00 ₽",1,0,Graduate D,Clerical,1,0,9531 Harrison Street,null,Colma,CA,94014,1 (11) 500 555-0183,Ms.,4
1383,1025,Max,null,Diaz,15.08.1960 0:00:00,M,M,mdiaz@cpandl.com,"50 000,00 ₽",2,1,High Schoo,Professional,0,2,7191 Margo Drive,null,Concord,CA,94519,954-555-0158,Mr.,4
1384,55571004748,Madison,C,Diaz,04.02.1983 0:00:00,M,F,mdiaz@margiestravel.com,"40 000,00 ₽",1,1,Bachelors,Skilled Manual,0,0,No. 60 Bellis Fair Parkway,null,Bellingham,WA,98225,1 (11) 500 555-0170,Ms.,1
1385,1036,Max,R,Dominguez,30.08.1973 0:00:00,S,M,mdominguez@wingtiptoys.com,"50 000,00 ₽",4,4,Bachelors,Skilled Manual,1,3,845 Olive Ave,null,Walla Walla,WA,99362,545-555-0166,Mr.,1
1386,9244,Monica,null,Engineer,05.12.1979 0:00:00,M,F,mengineer@alpineskihouse.com,"50 000,00 ₽",1,1,Bachelors,Skilled Manual,1,1,3177 Dover Way,null,Colma,CA,94014,140-555-0181,Ms.,4
1387,1535,Marco,M,Engineer,08.04.1981 0:00:00,S,M,mengineer@consolidatedmessenger,"20 000,00 ₽",1,1,High Schoo,Manual,0,1,Grand Central Place,null,Somerset,KY,42501,1 (11) 500 555-0153,Mr.,0
1388,1342,Mayra,L,Fernandez,05.02.1986 0:00:00,S,F,mfernandez@contoso.com,"30 000,00 ₽",0,0,High Schoo,Skilled Manual,0,2,Silver Sands Factory Outlet,null,Destin,FL,32541,558-555-0118,Ms.,5
1389,9255,Monica,M,Fernandez,02.02.1986 0:00:00,S,F,mfernandez@fineartschool.net,"30 000,00 ₽",0,0,High Schoo,Skilled Manual,1,2,9687 Shakespeare Drive,null,Newport Hills,WA,98006,776-555-0198,Ms.,1
1390,7395,Molly,A,Garcia,03.11.1948 0:00:00,M,F,mgarcia@cohovineyard.com,"70 000,00 ₽",5,0,Graduate D,Management,1,2,467 Moccasin Ct.,null,San Carlos,CA,94070,533-555-0118,Ms.,4
1391,3059,Meagan,null,Garcia,06.04.1972 0:00:00,S,F,mgarcia@contoso.com,"10 000,00 ₽",1,0,Bachelors,Manual,0,0,7090 C. Mount Hood,null,Santa Cruz,CA,95062,1 (11) 500 555-0190,Ms.,4
1392,7933,Mitchell,null,Goel,29.12.1967 0:00:00,S,M,mgoel@adatum.com,"70 000,00 ₽",5,4,Graduate D,Professional,0,1,9344 Stony Hill Circle,null,Berkeley,CA,94704,346-555-0142,Mr.,4
1393,8804,Meghan,W,Gomez,09.02.1939 0:00:00,S,F,mgomez@fabrikam.com,"10 000,00 ₽",4,0,High Schoo,Manual,0,2,6912 Hamilton Avenue,null,Beaverton,OR,97005,1 (11) 500 555-0138,Ms.,1
1394,12905728200,Maria,null,Gonzales,03.09.1980 0:00:00,S,F,mgonzales@litwareinc.com,"60 000,00 ₽",1,0,Graduate D,Professional,1,0,3279 W 46th St,null,Oregon City,OR,97045,907-555-0129,Ms.,1
1395,3063,Meeghan,A,Gonzalez,13.12.1960 0:00:00,M,F,mgonzalez@adatum.com,"30 000,00 ₽",3,0,High Schoo,Skilled Manual,1,2,2525 Electrics Blvd.,null,Huntsville,AL,35801,1 (11) 500 555-0130,Ms.,5
1396,7274,Manuel,M,Gonzalez,16.09.1958 0:00:00,M,M,mgonzalez@fineartschool.net,"130 000,00 ₽",4,5,High Schoo,Management,1,4,8371 Marlesta Rd,null,Olympia,WA,98501,1 (11) 500 555-0134,Mr.,1
1397,12682005167,Maria,F,Gray,06.11.1974 0:00:00,S,F,mgray@fabrikam.com,"20 000,00 ₽",2,2,High Schoo,Manual,0,2,6898 Holiday Hills,null,Beaverton,OR,97005,1 (11) 500 555-0116,Ms.,1
1398,44454476833,Maria,E,Green,30.11.1970 0:00:00,S,F,mgreen@lucernepublishing.com,"50 000,00 ₽",1,0,Partial Co,Skilled Manual,1,1,Sapp Road West,null,Round Rock,TX,78664,853-555-0139,Ms.,4
1399,6539,Mathew,M,Gutierrez,11.06.1950 0:00:00,S,M,mgutierrez@cpandl.com,"130 000,00 ₽",2,3,Bachelors,Management,0,4,8786 Croyden Dr.,null,Concord,CA,94519,867-555-0119,Mr.,4
1400,7135,Marc,null,Gutierrez,07.10.1977 0:00:00,S,M,mgutierrez@northwindtraders.com,"40 000,00 ₽",3,2,High Schoo,Skilled Manual,1,2,504 O St.,null,Edmonds,WA,98020,190-555-0156,Mr.,1
1401,16481681466,Miguel,M,Hall,19.11.1962 0:00:00,S,M,mhall@woodgrovebank.com,"50 000,00 ₽",3,0,Graduate D,Management,1,2,5514 Chilpancingo,null,Casper,WY,82601,700-555-0121,Mr.,3
1402,33455928564,Melissa,T,Henderson,25.09.1987 0:00:00,S,F,mhenderson@contoso.com,"40 000,00 ₽",0,0,High Schoo,Skilled Manual,0,2,32525 Hollywood Blvd.,null,Hollywood,FL,33021,539-555-0185,Ms.,5
1403,4383,Marie,null,Hernandez,18.10.1963 0:00:00,M,F,mhernandez@alpineskihouse.com,"50 000,00 ₽",2,0,Partial Co,Skilled Manual,1,2,5328 Mitchelleanjen Ln.,null,Colma,CA,94014,1 (11) 500 555-0190,Ms.,4
1404,18915308713,Marcus,M,Hill,14.01.1977 0:00:00,S,M,mhill@humongousinsurance.com,"50 000,00 ₽",0,0,Partial Co,Skilled Manual,0,1,1986 St. Andrews Way,null,Lebanon,OR,97355,724-555-0117,Mr.,1
1405,36707039475,Mackenzie,L,Howard,16.04.1984 0:00:00,S,F,mhoward@alpineskihouse.com,"50 000,00 ₽",0,0,High Schoo,Skilled Manual,1,2,3852 Northridge Dr.,null,Colma,CA,94014,688-555-0113,Ms.,4
1406,8236,Margaret,null,Hu,02.02.1982 0:00:00,S,F,mhu@consolidatedmessenger,"20 000,00 ₽",0,0,Partial Hi,Manual,0,2,Lewiston Mall,null,Lewiston,ID,83501,1 (11) 500 555-0135,Ms.,0
1407,2395,Mandy,null,Hu,09.11.1954 0:00:00,S,F,mhu@litwareinc.com,"30 000,00 ₽",2,1,Partial Hi,Skilled Manual,0,3,7015 Riverview Place,null,W. Linn,OR,97068,668-555-0116,Ms.,1
1408,31037396800,Mya,K,Hughes,13.04.1943 0:00:00,S,F,mhughes@alpineskihouse.com,"50 000,00 ₽",2,0,Graduate D,Management,0,2,6713 Castle Rock,#3,Colma,CA,94014,179-555-0115,Ms.,4
1409,60555809736,Miguel,null,Hughes,17.09.1967 0:00:00,M,M,mhughes@cpandl.com,"60 000,00 ₽",1,0,Bachelors,Professional,1,1,4705 Silverberry Court,null,Concord,CA,94519,786-555-0192,Mr.,4
1410,87801286578,Michael,J,Jackson,07.10.1967 0:00:00,S,M,mjackson@litwareinc.com,"30 000,00 ₽",2,0,High Schoo,Skilled Manual,0,2,5457 Chrislend Court,null,Woodburn,OR,97071,213-555-0168,Mr.,1
1411,36038354000,Melissa,null,James,25.09.1966 0:00:00,S,F,mjames@cohovineyard.com,"120 000,00 ₽",2,4,High Schoo,Professional,1,4,1745 Marina Hill Pkwy.,null,Glendale,CA,91203,1 (11) 500 555-0185,Ms.,4
1412,29794182200,Marissa,null,Jenkins,01.10.1973 0:00:00,M,F,mjenkins@contoso.com,"50 000,00 ₽",4,2,Bachelors,Skilled Manual,1,2,630 N. Capitol Ave.,null,San Jose,CA,95112,725-555-0124,Ms.,4
1413,6554,Micheal,C,Jimenez,21.03.1981 0:00:00,S,M,mjimenez@contoso.com,"130 000,00 ₽",5,5,Partial Hi,Management,0,4,1278 Holly Oak Drive,null,San Gabriel,CA,91776,1 (11) 500 555-0141,Mr.,4
1414,6533,Mathew,null,Jimenez,15.12.1967 0:00:00,M,M,mjimenez@fabrikam.com,"130 000,00 ₽",2,3,Bachelors,Management,1,4,Lake Region Factory Outlet,null,Tilton,NH,3276,1 (11) 500 555-0160,Mr.,2
1415,87700161933,Michael,B,Johnson,14.09.1965 0:00:00,M,M,mjohnson@alpineskihouse.com,"70 000,00 ₽",4,3,Partial Co,Professional,1,0,9775 Redrock Drive,null,Chula Vista,CA,91910,848-555-0129,Mr.,4
1416,1325,Mayra,C,Kapoor,15.09.1986 0:00:00,M,F,mkapoor@litwareinc.com,"110 000,00 ₽",0,5,Partial Hi,Management,1,4,2406 Kane Cirlcle,null,W. Linn,OR,97068,1 (11) 500 555-0113,Ms.,1
1417,7745,Mario,T,Kumar,20.03.1976 0:00:00,M,M,mkumar@fineartschool.net,"30 000,00 ₽",1,1,Bachelors,Skilled Manual,1,2,1273 Deetmeadow Way,null,Olympia,WA,98501,1 (11) 500 555-0133,Mr.,1
1418,1764,Melvin,null,Lal,04.05.1967 0:00:00,S,M,mlal@humongousinsurance.com,"70 000,00 ₽",5,2,Partial Hi,Skilled Manual,1,2,8325 Newcastle Rd,null,Lake Oswego,OR,97034,1 (11) 500 555-0176,Mr.,1
1419,51650907993,Megan,D,Lee,13.08.1988 0:00:00,M,F,mlee@contoso.com,"20 000,00 ₽",4,4,High Schoo,Manual,1,3,3475 Chablis Court,null,Torrance,CA,90505,1 (11) 500 555-0148,Ms.,4
1420,87902239561,Michael,L,Lee,31.05.1969 0:00:00,S,M,mlee@cpandl.com,"60 000,00 ₽",4,3,Bachelors,Professional,0,0,4596 Flora Ave,null,Concord,CA,94519,130-555-0153,Mr.,4
1421,88486376400,Matthew,null,Lewis,09.03.1967 0:00:00,M,M,mlewis@contoso.com,"90 000,00 ₽",4,1,Partial Co,Professional,1,2,1342 Isla Bonita,null,Woodland Hills,CA,91364,1 (11) 500 555-0170,Mr.,4
1422,2006,Martha,B,Liu,17.11.1981 0:00:00,S,F,mliu@cohovineyard.com,"80 000,00 ₽",0,0,Partial Hi,Professional,1,3,2687 Gilberto,null,La Jolla,CA,92806,1 (11) 500 555-0122,Ms.,4
1423,16505858900,Miguel,M,Lopez,20.12.1965 0:00:00,M,M,mlopez@adventure-works.com,"120 000,00 ₽",3,4,High Schoo,Professional,1,4,8680 Newell Ave.,null,Burbank,CA,91502,1 (11) 500 555-0171,Mr.,4
1424,487,Marshall,null,Ma,20.09.1972 0:00:00,S,M,mma@adatum.com,"50 000,00 ₽",4,2,Bachelors,Professional,1,2,7569 Mt. Everest Court,null,Berkeley,CA,94704,565-555-0117,Mr.,4
1425,2894,Marvin,null,Martin,09.09.1971 0:00:00,S,M,mmartin@cohovineyard.com,"50 000,00 ₽",1,0,Bachelors,Professional,0,1,3469 Gill Ct.,null,Lincoln Acres,CA,91950,186-555-0116,Mr.,4
1426,49220451116,Morgan,A,Martinez,06.03.1975 0:00:00,M,F,mmartinez@woodgrovebank.com,"10 000,00 ₽",4,3,Partial Hi,Manual,1,2,9998 Rockne Drive,null,Downey,CA,90241,1 (11) 500 555-0144,Ms.,4
1427,7723,Martin,J,Mehta,17.10.1951 0:00:00,S,M,mmehta@consolidatedmessenger,"50 000,00 ₽",4,0,Bachelors,Management,0,2,Horizon Outlet Center,null,Vero Beach,FL,32960,689-555-0176,Mr.,5
1428,43466200828,Mackenzie,V,Mitchell,22.08.1989 0:00:00,M,F,mmitchell@thephone-company.com,"10 000,00 ₽",0,0,Partial Co,Manual,1,1,6894 Oeffler Ln.,null,Seattle,WA,98104,1 (11) 500 555-0199,Ms.,1
1429,49146792292,Morgan,D,Moore,10.02.1975 0:00:00,M,F,mmoore@cohovineyard.com,"80 000,00 ₽",0,0,Bachelors,Management,1,1,5293 Juliet Court,null,Glendale,CA,91203,952-555-0172,Ms.,4
1430,6555,Micheal,M,Moreno,06.09.1985 0:00:00,M,M,mmoreno@baldwinmuseumofscience.com,"20 000,00 ₽",0,0,Partial Hi,Manual,1,1,9161 Napa St.,null,Colma,CA,94014,1 (11) 500 555-0116,Mr.,4
1431,67465185523,Mason,C,Morgan,13.09.1973 0:00:00,M,M,mmorgan@adatum.com,"30 000,00 ₽",2,2,Partial Co,Clerical,1,2,1893 Argyll Ave.,null,Berkeley,CA,94704,1 (11) 500 555-0137,Mr.,4
1432,99332467913,Morgan,T,Morgan,06.12.1986 0:00:00,M,F,mmorgan@humongousinsurance.com,"50 000,00 ₽",0,0,Partial Co,Skilled Manual,0,2,6949 Brookview Drive,null,Milwaukie,OR,97222,928-555-0198,Ms.,1
1433,38918874900,Mariah,null,Morris,21.03.1977 0:00:00,S,F,mmorris@contoso.com,"40 000,00 ₽",0,0,Bachelors,Clerical,0,0,8756 Nottingham Pl.,null,Spring Valley,CA,91977,1 (11) 500 555-0139,Ms.,4
1434,38857023119,Makayla,L,Morris,28.03.1986 0:00:00,M,F,mmorris@contoso.com,"70 000,00 ₽",0,0,High Schoo,Management,1,2,8157 W. Buchanan,null,Woodland Hills,CA,91364,1 (11) 500 555-0126,Ms.,4
1435,6299,Melinda,B,Munoz,14.02.1973 0:00:00,M,F,mmunoz@alpineskihouse.com,"100 000,00 ₽",0,2,Partial Co,Professional,1,1,6812 Semillon Circle,#163,Colma,CA,94014,193-555-0128,Ms.,4
1436,1030,Max,null,Munoz,25.05.1959 0:00:00,S,M,mmunoz@litwareinc.com,"30 000,00 ₽",4,0,High Schoo,Professional,1,2,7227 Frayne Ln,null,Salem,OR,97301,250-555-0128,Mr.,1
1437,3883,Michele,T,Munoz,01.02.1982 0:00:00,S,F,mmunoz@treyresearch.net,"120 000,00 ₽",0,1,Bachelors,Management,0,4,5826 Norman Avenue,null,Puyallup,WA,98371,731-555-0116,Ms.,1
